Entity,COR,INC,PAR,SPU,MIS,IGN
"Sleeping Bread `` 1975",0,0,0,0,0,1
"Soul Alone",0,1,0,0,0,0
"Mlada Fronta Dnes",0,1,0,0,0,0
"Pernila Wiberg Sweden 1:17 . 97 3",0,0,0,0,0,1
"Woods",0,1,0,0,0,0
"DOCSTART ATHLETICS MITCHELL DEFEATS BAILEY IN FRONT OF FORMER CHAMPIONS",0,0,0,0,0,1
"Goias 1 Gremio 3 Portuguesa 1 Atletico Mineiro 0 DOCSTART CRICKET LARA ENDURES ANOTHER MISERABLE DAY",0,0,0,0,0,1
"Brown Deer Park Golf Course",0,1,0,0,0,0
"The Crying Game ``",0,0,0,0,0,1
"Isolde Kostner Italy 1:18",0,0,0,0,0,1
"Coste",0,1,0,0,0,0
"DOCSTART TENNIS EDBERG REFUSES TO QO QUIETLY . Richard Finn NEW YORK 1996 08 30 Refusing",0,0,0,0,0,1
"Hands of Stone `` Duran",0,0,0,0,0,1
"O'BRIEN SPRING TWIN UPSETS UNDER THE LIGHTS . Larry Fine NEW YORK 1996 08 30 Andre Agassi",0,0,0,0,0,1
"Angels 6 2",0,0,0,0,0,1
"San Francisco 6 NEW YORK 4 ST LOUIS 7 Colorado 4 DOCSTART BASEBALL KEVIN BROWN LOWERS ERA AS MARLINS BEAT REDS",0,0,0,0,0,1
"Maarten den Bakker Netherlands TVM 1:33 9 . Andersson 1:34 10 . Skibby 1:45 DOCSTART CRICKET ENGLAND V PAKISTAN",0,0,0,0,0,1
"Susi Susanti Indonesia beat Camilla Martin Denmark 11 1 11 3 Ye Zhaoying China",0,0,0,0,0,1
"Lawrence of Arabia",0,1,0,0,0,0
"Havelange",0,1,0,0,0,0
"DOCSTART SOCCER IRELAND BEAT LIECHTENSTEIN 5 0 IN WORLD CUP QUALIFIER",0,0,0,0,0,1
"Name : Renate Goetschl Age : 20 Nation : Austria Previous",0,0,0,0,0,1
"Allahu Akhbar `` God is Greatest and `` Freedom for Chechnya",0,0,0,0,0,1
"DOCSTART BASEBALL GONZALEZ HOMERS TWICE AS RANGERS BEAT INDIANS",0,0,0,0,0,1
"Penalties : Burke 2 . Conversions : Burke 4 . Barbarians Tries : Alan Bateman",0,0,0,0,0,1
"Camacho",0,1,0,0,0,0
"Tarango.",0,0,0,0,0,1
"9 Joost van der Westhuizen",0,0,0,0,0,1
"Return of the Legend",0,1,0,0,0,0
"G race : Name : Svetlana Gladishiva Age : 25 Nation : Russia Previous World Cup victories : None Other Facts : Gladishiva",0,0,0,0,0,1
"Nobel",0,1,0,0,0,0
"Libya.",0,0,0,0,0,1
"Tiger Woods",0,1,0,0,0,0
"The Decaying Mansion `` 1977",0,0,0,0,0,1
"DOCSTART SOCCER AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER",0,0,0,0,0,1
"At Chesterfield : Derbyshire beat Worcestershire",0,0,0,0,0,1
"DOCSTART CRICKET AUSTRALIA BEAT WEST INDIES BY FIVE WICKETS . MELBOURNE 1996 12 06 Australia",0,0,0,0,0,1
"CUTTITTA BACK FOR ITALY AFTER A YEAR . Cuttitta",0,0,0,0,0,1
"Men 's singles Group B Chen Gang China beat Martin Londgaard Hansen Denmark 15 12 15 6 Dong Jiong China",0,0,0,0,0,1
"Gete Wami Ethiopia 15:05",0,0,0,0,0,1
"18,661 DOCSTART BASEBALL MAJOR LEAGUE STANDINGS AFTER FRIDAY 'S GAMES . NEW YORK 1996 08 31 Major League Baseball",0,0,0,0,0,1
