Entity,COR,INC,PAR,SPU,MIS,IGN
"Carl Vinson",0,1,0,0,0,0
"Uzi",0,1,0,0,0,0
"Levoxyl",0,1,0,0,0,0
"Kenda Pacific Coast",0,0,0,0,0,1
"the 158 F / A 18",0,0,0,0,0,1
"Homestake",0,1,0,0,0,0
"Learjet 36",0,1,0,0,0,0
"Vinson",0,1,0,0,0,0
"Intelligent Network IN",0,0,0,0,0,1
"Doberman",0,1,0,0,0,0
"USA III",0,1,0,0,0,0
"DOCSTART Car",0,0,0,0,0,1
"F 16",0,0,0,0,0,1
"AK 47s",0,0,0,0,0,1
"Interfax Naina Yeltsin",0,0,0,0,0,1
"Titanic",0,1,0,0,0,0
"Flight 150",0,1,0,0,0,0
"F 14",0,0,0,0,0,1
"Enterprise",0,1,0,0,0,0
"Kalashnikov",0,1,0,0,0,0
"W224 Mobil New York",0,0,0,0,0,1
"Ruch",0,1,0,0,0,0
"Fal",0,1,0,0,0,0
"S MX",0,0,0,0,0,1
*TOTAL*,0,14,0,0,0,10
