Entity,COR,INC,PAR,SPU,MIS,IGN
"Blackburn 1 Sutton 34",0,0,0,0,0,1
"Deportivo",0,1,0,0,0,0
"Newcastle 8 Matthew Le",0,0,0,0,0,1
"Leicestershire 296",0,0,0,0,0,1
"Tiananmen Square",0,1,0,0,0,0
"the National Tennis Centre",0,0,0,0,0,1
"Donne Wall",0,1,0,0,0,0
"England 1558 1603",0,0,0,0,0,1
"Derbyshire 471",0,0,0,0,0,1
"Shannon",0,1,0,0,0,0
"Insein Prison",0,1,0,0,0,0
"Arabian Light",0,1,0,0,0,0
"Dynamo Moscow",0,1,0,0,0,0
"MONTREAL NY RANGERS",0,0,0,0,0,1
"Darlington 2 Fulham 1 Carlisle 0",0,0,0,0,0,1
"38",0,0,0,0,0,1
"Caerphilly 20 Cardiff 34 Llanelli 97",0,0,0,0,0,1
"Barnet 3 Wycombe 3",0,0,0,0,0,1
"Scoreboard",0,0,0,0,0,1
"the Sydney Cricket Ground",0,0,0,0,0,1
"Northampton 1 Torquay 2 Exeter 0",0,0,0,0,0,1
"Bukavu west",0,0,0,0,0,1
"Ipswich 3",0,0,0,0,0,1
"Multico",0,1,0,0,0,0
"Aston",0,1,0,0,0,0
"1:30 A. M. EST",0,0,0,0,0,1
"England 15",0,0,0,0,0,1
"the Tour of",0,0,0,0,0,1
"Huddersfield 1 Crystal Palace",0,0,0,0,0,1
"Staouelli",0,1,0,0,0,0
"the Wuxi Tong Ling Company Ltd",0,0,0,0,0,1
"Rochdale 1 Preston 2 York 3",0,0,0,0,0,1
"Interstate 5",0,1,0,0,0,0
"Shwe Dagon pagoda",0,0,0,0,0,1
"Millwall 2 Burnley 1",0,0,0,0,0,1
"Sydney Newsroom",0,1,0,0,0,0
"Alloa 3",0,0,0,0,0,1
"The Oval London",0,0,0,0,0,1
"Rangoon",0,1,0,0,0,0
"Wrexham 2 Scunthorpe 2",0,0,0,0,0,1
"the Brown Deer Park Golf Course",0,0,0,0,0,1
"Stoke 2 Tranmere",0,0,0,0,0,1
"Croft 8 0",0,0,0,0,0,1
"the Rose Bowl",0,0,0,0,0,1
"Petofi",0,1,0,0,0,0
"the Innisbrook Hilton Resort",0,0,0,0,0,1
"Hobart 's",0,0,0,0,0,1
"Charles de Gaulle airport",0,0,0,0,0,1
"Green Square",0,1,0,0,0,0
"Norwich 1 Wolverhampton 0",0,0,0,0,0,1
"Crystal Palace",0,1,0,0,0,0
"MIDEAST",0,0,0,0,0,1
"Interstate 95",0,1,0,0,0,0
"Munich 1 Karlsruhe 3 Freiburg",0,0,0,0,0,1
"Chesterfield 1 Luton 1 Rotherham",0,0,0,0,0,1
"Trent Bridge",0,1,0,0,0,0
"Mullally 6",0,0,0,0,0,1
"Grace Road",0,1,0,0,0,0
"MONTREAL LOS ANGELES",0,0,0,0,0,1
"Fleming 1 R. Mahanama b McGrath 50 U. 5",0,0,0,0,0,1
"Partick",0,1,0,0,0,0
"Chelsea 2 Zola 12",0,0,0,0,0,1
"Changi Prison",0,1,0,0,0,0
"Old Trafford",0,1,0,0,0,0
"Sheffield Shield",0,1,0,0,0,0
"Men 's 800 metres 1",0,0,0,0,0,1
"Burnley 1",0,0,0,0,0,1
"the Melbourne Cricket Ground",0,0,0,0,0,1
"Stansted airport",0,0,0,0,0,1
"TORONTO ANAHEIM",0,0,0,0,0,1
"Florida 3 CINCINNATI 1",0,0,0,0,0,1
"Vieira 90 Derby 2 Sturridge",0,0,0,0,0,1
"Ellis Park",0,1,0,0,0,0
"the National stadium",0,0,0,0,0,1
"Carlisle",0,1,0,0,0,0
"the White House",0,0,0,0,0,1
"Vatican",0,1,0,0,0,0
"the Ranyon Rangoon University",0,0,0,0,0,1
"Insein",0,1,0,0,0,0
"the Rotary Club",0,0,0,0,0,1
"Port Loading Waiting Vancouver",0,0,0,0,0,1
*TOTAL*,0,27,0,0,0,54
