Entity,COR,INC,PAR,SPU,MIS,IGN
"Ice Cold",0,0,0,0,0,1
"Soul Alone",0,1,0,0,0,0
"Nobel Peace Prize",0,1,0,0,0,0
"Nobel",0,1,0,0,0,0
"TRAECHEOTOMY",0,0,0,0,0,1
"Tomorrow",0,0,0,0,0,1
"Sleeping Bread "" Puig 's",0,0,0,0,0,1
"Today",0,0,0,0,0,1
"Euro",0,1,0,0,0,0
"WELSH",0,1,0,0,0,0
"the Nobel Peace Prize",0,0,0,0,0,1
"Viva Zapata",0,1,0,0,0,0
"The Crying Game",0,1,0,0,0,0
"Schindler 's List",0,1,0,0,0,0
"Red Shirts",0,1,0,0,0,0
"Freedom for Chechnya",0,0,0,0,0,1
"Anne of a Thousand Days",0,1,0,0,0,0
"The Stars and Stripes",0,0,0,0,0,1
"the "" Iron Lady """,0,0,0,0,0,1
"Air Bag Safety :",0,0,0,0,0,1
"The Super Peasants",0,1,0,0,0,0
"A World of Things "" 1982",0,0,0,0,0,1
"Strike Hard",0,1,0,0,0,0
"Port Vale",0,1,0,0,0,0
"DOCSTART SOCCER BARATELLI",0,0,0,0,0,1
"Mr Yen",0,1,0,0,0,0
"My Turn",0,1,0,0,0,0
"Grand Slam",0,1,0,0,0,0
"The Decaying Mansion",0,1,0,0,0,0
"On the Waterfront",0,1,0,0,0,0
"Scoreboard of the third Singer World Series",0,0,0,0,0,1
"Artisans for Peace",0,1,0,0,0,0
"the Lombardi Award",0,0,0,0,0,1
"Interfax quoted",0,0,0,0,0,1
"Y CLINCHED PLAYOFF",0,0,0,0,0,1
"The Knot",0,1,0,0,0,0
"Newsnight",0,1,0,0,0,0
"WALLABY",0,1,0,0,0,0
"Troops out """,0,0,0,0,0,1
"A Woman",0,1,0,0,0,0
"Sleeping Bread",0,1,0,0,0,0
"Blitz",0,1,0,0,0,0
*TOTAL*,0,25,0,0,0,17
