Entity,COR,INC,PAR,SPU,MIS,IGN
"60th minute",0,0,0,0,0,1
"Soul Alone",0,1,0,0,0,0
"Nobel Peace Prize",0,1,0,0,0,0
"Nobel",0,1,0,0,0,0
"the Boxer Rising",0,0,0,0,0,1
"The Crying Game """,0,0,0,0,0,1
""" Sleeping Bread "" Puig 's",0,0,0,0,0,1
"the Nobel Peace Prize",0,0,0,0,0,1
"Viva Zapata",0,1,0,0,0,0
"the Nobel",0,0,0,0,0,1
"Schindler 's List",0,1,0,0,0,0
"Faik Nerweyi",0,1,0,0,0,0
"Red Shirts",0,1,0,0,0,0
"Duran",0,1,0,0,0,0
"Legend",0,0,0,0,0,1
"Anne of a Thousand Days",0,1,0,0,0,0
""" Ice Cold in Alex """,0,0,0,0,0,1
"Zieleniec",0,1,0,0,0,0
"Air Bag Safety :",0,0,0,0,0,1
"The Super Peasants",0,1,0,0,0,0
"Strike Hard",0,1,0,0,0,0
"Hennie Swart 75 64",0,0,0,0,0,1
"Stars and Stripes",0,1,0,0,0,0
"Nobel award",0,0,0,0,0,1
"On the Waterfront",0,1,0,0,0,0
"A World of Things",0,1,0,0,0,0
"Artisans for Peace",0,1,0,0,0,0
"the Lombardi Award",0,0,0,0,0,1
"Boatmen 's",0,1,0,0,0,0
"The Decaying Mansion "" 1977",0,0,0,0,0,1
"the Golden Four",0,0,0,0,0,1
"Lawrence of Arabia",0,1,0,0,0,0
"The Knot",0,1,0,0,0,0
"Kids in Back",0,0,0,0,0,1
"Newsnight",0,1,0,0,0,0
"Add Women 's singles",0,0,0,0,0,1
"Ahold",0,1,0,0,0,0
"Fair Play award",0,0,0,0,0,1
"Troops out """,0,0,0,0,0,1
"A Woman",0,1,0,0,0,0
"Sleeping Bread",0,1,0,0,0,0
"Collins",0,1,0,0,0,0
"Republic of Padania",0,1,0,0,0,0
*TOTAL*,0,25,0,0,0,18
