Entity,COR,INC,PAR,SPU,MIS,IGN
"Tim Guldimann",1,0,0,0,0,0
"Gough",1,0,0,0,0,0
"Chipper Jones",1,0,0,0,0,0
"van Boxmeer",0,0,1,0,0,0
"LITTLE",0,0,0,0,1,0
"Marvin Benard",0,0,0,0,1,0
"De Wilde",1,0,0,0,0,0
"Agassi",1,0,0,0,0,0
"Orlando Pace",1,0,0,0,0,0
"Umar Said",1,0,0,0,0,0
"Dole",1,0,0,0,0,0
"Saimir Malko",1,0,0,0,0,0
"Budi Santoso Indonesia",0,0,1,0,0,0
"Richard Hannon",1,0,0,0,0,0
"Paul Keating",1,0,0,0,0,0
"Marie Korbelova",1,0,0,0,0,0
"Per Zetterquist",1,0,0,0,0,0
"Tim Stimpson",1,0,0,0,0,0
"Naroff",1,0,0,0,0,0
"Ricky Watters",1,0,0,0,0,0
"Voeks",1,0,0,0,0,0
"Tegla Loroupe Kenya",0,0,1,0,0,0
"Harte",1,0,0,0,0,0
"Aung San",1,0,0,0,0,0
"Foucras",1,0,0,0,0,0
"Craig Quinnell Wales",0,0,1,0,0,0
"Robert Samuels",1,0,0,0,0,0
"Steve Brown",1,0,0,0,0,0
"Espen Bredesen Norway",0,0,1,0,0,0
"Samer Ammar Soliman",1,0,0,0,0,0
"Oliver Bierhoff",1,0,0,0,0,0
"Mark Hughes",1,0,0,0,0,0
"Donna Weinbrecht",0,0,0,0,1,0
"Peter Mitchell",1,0,0,0,0,0
"Christian Karembeu",1,0,0,0,0,0
"Tono Eitel",1,0,0,0,0,0
"Chen",1,0,0,0,0,0
"Marcello Goncalves",1,0,0,0,0,0
"Hosni Mubarak",1,0,0,0,0,0
"Paramygina",1,0,0,0,0,0
"Vaclav Klaus",1,0,0,0,0,0
"Hilary Lindh",1,0,0,0,0,0
"Peters",1,0,0,0,0,0
"Mitchell",1,0,0,0,0,0
"Paulo Bento Oviedo",0,0,1,0,0,0
"Cito",1,0,0,0,0,0
"John Robinson",1,0,0,0,0,0
"Buza",1,0,0,0,0,0
"Rachel Legeard",1,0,0,0,0,0
"Clinton Whitelaw",1,0,0,0,0,0
"Crofts",1,0,0,0,0,0
"Sabri Lamouchi",1,0,0,0,0,0
"Lindsay Davenport",1,0,0,0,0,0
"Bruce Dyer",0,0,0,0,1,0
"John Geraghty",1,0,0,0,0,0
"Kirsten",1,0,0,0,0,0
"Poul-Erik Hoyer-Larsen",0,0,0,0,1,0
"Ann Battellle",1,0,0,0,0,0
"Vitor Baia Barcelona",0,0,1,0,0,0
"BURE",1,0,0,0,0,0
"Blewett",1,0,0,0,0,0
"Laban Rotich Kenya",0,0,1,0,0,0
"Kobus Wiese",1,0,0,0,0,0
"Kim Byung",1,0,0,0,0,0
"Giovanna Troldi Italy",0,0,1,0,0,0
"Steve Jurgenson",1,0,0,0,0,0
"RIBALTA",0,0,0,0,1,0
"David Elleray",1,0,0,0,0,0
"Mark Calcavecchia",1,0,0,0,0,0
"Elia Kazanjoglus",1,0,0,0,0,0
"Sybille Brauner Germany",0,0,1,0,0,0
"Olga Slioussareva Russia",0,0,1,0,0,0
"C. Ambrose",1,0,0,0,0,0
"Paul Fischer",1,0,0,0,0,0
"Michael Cornwell",0,0,0,0,1,0
"Paul Broadhurst",1,0,0,0,0,0
"Phil Babb",1,0,0,0,0,0
"Urus Martan",0,0,0,1,0,0
"Chris Aspin",1,0,0,0,0,0
"Tony Adams",1,0,0,0,0,0
"S. DOCSTART",0,0,0,1,0,0
"Nir Sivilia",1,0,0,0,0,0
"Aravinda de Silva",1,0,0,0,0,0
"Jasper",1,0,0,0,0,0
"John Mills Jr.",0,0,1,0,0,0
"Desi Bouterse",1,0,0,0,0,0
