Entity,COR,INC,PAR,SPU,MIS,IGN
"PMI",0,0,0,1,0,0
"Knight b",0,0,0,1,0,0
"the Yangon institute",0,0,0,1,0,0
"Mariners",1,0,0,0,0,0
"N / A Shrs",0,0,0,1,0,0
"Munich 1 Bormirow 8th",0,0,0,1,0,0
"VICTORIA",0,0,0,0,1,0
"the Ranyon Rangoon University",0,0,1,0,0,0
"J.J. KENNY",0,0,0,0,1,0
"LM Ericsson AB",1,0,0,0,0,0
"Labour Party",0,0,1,0,0,0
"Mobil",1,0,0,0,0,0
"GPTA",0,0,0,0,1,0
"Zemun",0,0,0,0,1,0
"Herri Batasuna",0,0,0,0,1,0
"American Catholics",0,1,0,0,0,0
"Petra Behle",0,1,0,0,0,0
"centre Walter Little",0,0,0,1,0,0
"Wycombe",0,0,0,0,1,0
"Ponce",0,1,0,0,0,0
"Juventus",1,0,0,0,0,0
"Pirelli",1,0,0,0,0,0
"NYMEX",1,0,0,0,0,0
"Jeremie Collomb",0,0,0,1,0,0
"Vebjoen Rodal",0,1,0,0,0,0
"Haitham Haddadin",0,0,0,0,1,0
"Tychy",0,0,0,0,1,0
"Svetlana",0,1,0,0,0,0
"ETA",1,0,0,0,0,0
"Charleroi",0,0,0,0,1,0
"Knight b Hollioake",0,0,0,1,0,0
"DOCSTART BASEBALL RESULTS",0,0,1,0,0,0
"OIC",1,0,0,0,0,0
"Prague Newsroom",0,0,0,0,1,0
"GRONINGEN",0,1,0,0,0,0
"PAP",0,0,0,0,1,0
"Moldova",0,1,0,0,0,0
"Proleter ( Z )",0,0,0,0,1,0
"DOCSTART World Markets",0,0,0,1,0,0
"CONCACAF",1,0,0,0,0,0
"Trevor Dodds",0,1,0,0,0,0
"Australian Rodney Eyles",0,0,0,1,0,0
"New Zealand First party",0,0,1,0,0,0
"the Rubber Board of India",0,0,1,0,0,0
"Stevenage",0,0,0,0,1,0
"Carlsberg",1,0,0,0,0,0
"RIO DE JANEIRO",0,1,0,0,0,0
"Florida Supreme Court",0,0,0,0,1,0
"Port Vale",0,0,0,0,1,0
"Interrosimpex",1,0,0,0,0,0
"the Federal Reserve",0,0,1,0,0,0
"Ipswich",0,0,0,0,1,0
"ILO",1,0,0,0,0,0
"Rehman c",0,0,0,1,0,0
"the General Administration of Customs",0,0,1,0,0,0
"Ras Tanura / Red Sea W46",0,0,0,1,0,0
"the High Court",0,0,1,0,0,0
"Claudia Riegler",0,1,0,0,0,0
"Reinhard Schwarzenberger",0,1,0,0,0,0
"Picabo Street U. S. Miriam",0,0,0,1,0,0
"Hapoel Beersheba",0,0,0,0,1,0
"Warner Bros.",0,0,1,0,0,0
"DOCSTART U. S. warplanes",0,0,0,1,0,0
"182nd",0,0,0,1,0,0
"Air France 's",0,0,1,0,0,0
"Orioles",1,0,0,0,0,0
"Vicenza",0,0,0,0,1,0
"VANCOUVER INDYCAR RACE",0,0,1,0,0,0
"West Bank",0,1,0,0,0,0
"Czech Civic Democratic Party ODS",0,0,1,0,0,0
"DOCSTART Multinational",0,0,0,1,0,0
"Cofinec",1,0,0,0,0,0
"Buffalo Sabres",0,0,0,0,1,0
"Motorsport Traditions Ltd",1,0,0,0,0,0
"Saint Bernard",0,0,0,1,0,0
"Ards",0,0,0,0,1,0
"Red Star",1,0,0,0,0,0
"UWP-Hachette",0,0,0,0,1,0
"LEEDS",0,0,0,0,1,0
"ACCESS",0,1,0,0,0,0
"Vancouver IndyCar",0,0,1,0,0,0
"The Palestine Liberation Organisation PLO",0,0,1,0,0,0
"the Burj al Laqlaq Society",0,0,0,1,0,0
"the National Highway Traffic Safety Administration",0,0,1,0,0,0
"U. S. Agriculture Department",0,0,1,0,0,0
"Milwaukee",0,0,0,0,1,0
"the Chilean Congress",0,0,0,1,0,0
"Sloboda",0,0,0,0,1,0
"State Law and Order Restoration Council 's",0,0,1,0,0,0
"UTAH",0,0,0,0,1,0
"the South Lebanon Army SLA",0,0,1,0,0,0
"Wallabies",1,0,0,0,0,0
"Air France",1,0,0,0,0,0
"the Tokyo Stock Exchange",0,0,1,0,0,0
"St Mirren",0,0,0,0,1,0
"Urska Horvat",0,1,0,0,0,0
"Cannes",0,0,0,0,1,0
"the National Hockey League",0,0,1,0,0,0
"Harlequins",0,0,0,0,1,0
"PKK",1,0,0,0,0,0
"the Dhaka Stock Exchange DSE",0,0,1,0,0,0
"International Finance Bureau",1,0,0,0,0,0
"The American Stock Exchange",0,0,1,0,0,0
"Kia",1,0,0,0,0,0
"OPEC",1,0,0,0,0,0
"DURBAN",0,1,0,0,0,0
"CANUCKS",0,0,0,0,1,0
"Afridi",0,1,0,0,0,0
"Group C",0,0,0,1,0,0
"U. S. Senate Banking Committee",0,0,1,0,0,0
"the Social Democratic Union",0,0,1,0,0,0
"VANCOUVER",1,0,0,0,0,0
"FRIDAY",0,0,0,1,0,0
"Riga Newsroom",0,0,0,0,1,0
"SLORC",1,0,0,0,0,0
"Federal Reserve",1,0,0,0,0,0
"Sodigraf",0,0,0,0,1,0
"Paolo Di Canio Celtic",0,0,1,0,0,0
"Ulsan",0,0,0,0,1,0
"Phillies",1,0,0,0,0,0
"Philippe Ermenault",0,1,0,0,0,0
"Pieter Hendriks",0,1,0,0,0,0
"Patasse",0,1,0,0,0,0
"First Bank System Inc.",1,0,0,0,0,0
"NY GIANTS",0,0,0,0,1,0
"Athletic Bilbao",0,0,0,0,1,0
"mid Mississippi McGregor",0,0,0,1,0,0
"Cornwell",0,1,0,0,0,0
"NSW Treasury",1,0,0,0,0,0
"Raith",0,0,0,0,1,0
"British Columbia",0,1,0,0,0,0
"Brigita Bokovec",0,1,0,0,0,0
"Boroughmuir",0,0,0,0,1,0
"DOCSTART East Dries",0,0,1,0,0,0
"Roberto",0,0,0,1,0,0
"South African Breweries Ltd SAB",0,0,1,0,0,0
"Doetinchem",1,0,0,0,0,0
"Florida",0,0,0,0,1,0
"PF PA",0,0,1,0,0,0
"Parliament",0,0,0,1,0,0
"UAE",0,1,0,0,0,0
"Huntly",0,0,0,0,1,0
"Florence Masnada",0,1,0,0,0,0
"Minor Counties XI",0,0,0,0,1,0
"Conservative Party 's",0,0,1,0,0,0
