Entity,COR,INC,PAR,SPU,MIS,IGN
"75,810",0,0,0,0,0,1
"53 million francs",0,0,0,0,0,1
"10 20 cents",0,0,0,0,0,1
"billion dollar",0,0,0,0,0,1
"1 . 54 trillion",0,0,0,0,0,1
"75,000 Swiss francs 57,600",0,0,0,0,0,1
"7 cents",0,0,0,0,0,1
"25 cents and 75 cents",0,0,0,0,0,1
"19 pct",0,0,0,0,0,1
"78 cents",0,0,0,0,0,1
"09 Net 650 million 680 million 600 million NOTE Apic Yamada Corp",0,0,0,0,0,1
"220 million dinars",0,0,0,0,0,1
"millions of dollars",0,0,0,0,0,1
"3,710 marks",0,0,0,0,0,1
"4 centavos 1 cent",0,0,0,0,0,1
"5607 marks",0,0,0,0,0,1
"3 . 2 cents",0,0,0,0,0,1
"five marks",0,0,0,0,0,1
"460,000 francs",0,0,0,0,0,1
"13 . 7 cents NYMEX",0,0,0,0,0,1
"115 yen",0,0,0,0,0,1
"95 cent",0,0,0,0,0,1
"2 . 7 billion zlotys",0,0,0,0,0,1
"billions of yen",0,0,0,0,0,1
"67 cents",0,0,0,0,0,1
"about 16,000 francs",0,0,0,0,0,1
"37 million French franc",0,0,0,0,0,1
"hundreds of millions of Belgian francs",0,0,0,0,0,1
"40 yen",0,0,0,0,0,1
"1 . 4 billion lei",0,0,0,0,0,1
"16 . 2 million zlotys",0,0,0,0,0,1
"224 million zlotys",0,0,0,0,0,1
"six Euro",0,0,0,0,0,1
"75 . 20 cents",0,0,0,0,0,1
"153,231 Soybeans",0,0,0,0,0,1
"million markka",0,0,0,0,0,1
"12,350 rupees",0,0,0,0,0,1
"almost 15 cents",0,0,0,0,0,1
"six million zlotys",0,0,0,0,0,1
"00 yen 30 . 00 yen NOTE Sangetsu Co Ltd",0,0,0,0,0,1
"5 cents",0,0,0,0,0,1
"1 . 39 cents",0,0,0,0,0,1
"5338 marks",0,0,0,0,0,1
"295 . 1 million kroons",0,0,0,0,0,1
"6 million zlotys",0,0,0,0,0,1
"2,555 lire",0,0,0,0,0,1
"1 . 55 trillion",0,0,0,0,0,1
"133 . 7 million taka",0,0,0,0,0,1
"more than 15 cents",0,0,0,0,0,1
"5 . 3 cents",0,0,0,0,0,1
"between 25 45 cents",0,0,0,0,0,1
"3 MLN VS 21",0,0,0,0,0,1
"4,900 rupees",0,0,0,0,0,1
"2 bln SKR China",0,0,0,0,0,1
"1 . 63 cents",0,0,0,0,0,1
"92 yen",0,0,0,0,0,1
"8 million French francs",0,0,0,0,0,1
"42 Current 818 million 979 million 882 million Net 415 million 490 million 412 million NOTE Jeans Mate Corp",0,0,0,0,0,1
"85 cents",0,0,0,0,0,1
"22 cents",0,0,0,0,0,1
"110 million guilder",0,0,0,0,0,1
"1 8 . 3 yuan",0,0,0,0,0,1
"20 . 1 million kroons",0,0,0,0,0,1
"285 . 3 million kroons",0,0,0,0,0,1
"0 . 12 cents",0,0,0,0,0,1
"eight cents",0,0,0,0,0,1
"300,000 naira 3,750",0,0,0,0,0,1
"38,000 roubles seven dollars",0,0,0,0,0,1
"95 centavos 12 cents",0,0,0,0,0,1
"between 108 and 110 yen",0,0,0,0,0,1
"150 rupees",0,0,0,0,0,1
"some 40 million Swiss francs 31 million",0,0,0,0,0,1
"6 mln kroons",0,0,0,0,0,1
"billions of dollars",0,0,0,0,0,1
"94 Net 6 . 20 5 . 36 EPS 143 . 56 yen 127 . 64 yen Ord",0,0,0,0,0,1
"20 million dinars",0,0,0,0,0,1
"one cent",0,0,0,0,0,1
"3,000 naira 37",0,0,0,0,0,1
"460,000 Swiss francs",0,0,0,0,0,1
"6,425 forints",0,0,0,0,0,1
"87 cent",0,0,0,0,0,1
"36,000 rupees",0,0,0,0,0,1
"5,200 forints",0,0,0,0,0,1
"1 . 02 cents",0,0,0,0,0,1
"34 million yuan 4",0,0,0,0,0,1
"855 . 8 million kroons",0,0,0,0,0,1
"104 . 50 yen",0,0,0,0,0,1
"7,450 rupees",0,0,0,0,0,1
"7 centavos 1 cent",0,0,0,0,0,1
"more than 10 cents",0,0,0,0,0,1
"seven dollars",0,0,0,0,0,1
"46 . 6 million kroons",0,0,0,0,0,1
"11 mln",0,0,0,0,0,1
"1 Minnesota 6 MILWAUKEE 1 CALIFORNIA 14 New York 3 SEATTLE 9 Baltimore 6 National League San Diego 3 NEW YORK 2 Chicago 4 HOUSTON 3 Cincinnati 18 COLORADO 7 Atlanta 5 PITTSBURGH 1 Los Angeles 2 MONTREAL 1 Florida 10 ST LOUIS 9",0,0,0,0,0,1
"2 . 1 million French francs",0,0,0,0,0,1
"80 cents",0,0,0,0,0,1
"17 . 84 billion kroons",0,0,0,0,0,1
"06 cents",0,0,0,0,0,1
"about 10 cents",0,0,0,0,0,1
"10 cents",0,0,0,0,0,1
"6,300 rupees",0,0,0,0,0,1
"5 billion lei",0,0,0,0,0,1
"39,200 rupees",0,0,0,0,0,1
"5",0,0,0,0,0,1
"approximately US 24 billion",0,0,0,0,0,1
"his multi billion peseta",0,0,0,0,0,1
"09 cents",0,0,0,0,0,1
"18,000 DOCSTART SOCCER BELGIUM SCRAPE PAST TURKEY",0,0,0,0,0,1
*TOTAL*,0,0,0,0,0,108
