Entity,COR,INC,PAR,SPU,MIS,IGN
"Sheffield Shield",0,1,0,0,0,0
"F 15",0,0,0,0,0,1
"Carl Vinson",0,1,0,0,0,0
"Uzi",0,1,0,0,0,0
"Levoxyl",0,1,0,0,0,0
"Red Sea W46",0,0,0,0,0,1
"Estes 3 4",0,0,0,0,0,1
"Camaras Arbitrales",0,0,0,0,0,1
"303 K. Spiring 130",0,0,0,0,0,1
"SAfrican",0,1,0,0,0,0
"Learjet",0,0,0,0,0,1
"the S MX",0,0,0,0,0,1
"Takagi",0,1,0,0,0,0
"Vinson",0,1,0,0,0,0
"Intelligent Network IN",0,0,0,0,0,1
"C 4",0,0,0,0,0,1
"Med",0,0,0,0,0,1
"Air Force",0,1,0,0,0,0
"F 16",0,0,0,0,0,1
"Shivnarine Chanderpaul 10",0,0,0,0,0,1
"AK 47s",0,0,0,0,0,1
"Cliftonville",0,1,0,0,0,0
"Radiometer H1",0,0,0,0,0,1
"Titanic",0,1,0,0,0,0
"FORCE WIN",0,0,0,0,0,1
"Flight 150",0,1,0,0,0,0
"F 14",0,0,0,0,0,1
"F / A 18",0,0,0,0,0,1
"Enterprise",0,1,0,0,0,0
"Kalashnikov",0,1,0,0,0,0
"Wallaby",0,1,0,0,0,0
"All Black",0,1,0,0,0,0
"Euro 96",0,1,0,0,0,0
"Clerici",0,0,0,0,0,1
"Blitz",0,1,0,0,0,0
"Kenda",0,1,0,0,0,0
"S MX",0,0,0,0,0,1
*TOTAL*,0,18,0,0,0,19
