Entity,COR,INC,PAR,SPU,MIS,IGN
"Battle of the Bands",0,0,0,0,0,1
"The Week in Pictures",0,0,0,0,0,1
"Independence Day",0,1,0,0,0,0
"StarWars TheCloneWars",0,0,0,0,0,1
"Software Freedom Day",0,0,0,0,0,1
"New Year 's",0,0,0,0,0,1
"Our Pet Spa and Adoption Event",0,0,0,0,0,1
"FirstLadyEve",0,0,0,0,0,1
"the Awakening Festival",0,0,0,0,0,1
"Africa December Regional Debate",0,0,0,0,0,1
"National POW",0,0,0,0,0,1
"Spirit Week",0,0,0,0,0,1
"Lebowski Fest",0,0,0,0,0,1
"OrfordMarket",0,0,0,0,0,1
"Make 2017",0,0,0,0,0,1
"the Super Bowl",0,0,0,0,0,1
"MIA Recognition Day",0,0,0,0,0,1
"Olympic Champion",0,0,0,0,0,1
"Boston2024 Winter Weather Advisory",0,0,0,0,0,1
"DADT",0,0,0,0,0,1
"Go Abroad Fairs",0,0,0,0,0,1
"an Expo",0,0,0,0,0,1
"Siap Ramaikan Festival",0,0,0,0,0,1
"Plano Balloon Festival",0,0,0,0,0,1
"the BaristaThing Event",0,0,0,0,0,1
"cbc Sports Day",0,0,0,0,0,1
"Super Bowl MVP",0,0,0,0,0,1
"Qatar 2022 World Cup",0,0,0,0,0,1
"the Tournament of Champions Super",0,0,0,0,0,1
"Super Bowl Sunday",0,0,0,0,0,1
"DomesticExtremist Awareness Day",0,0,0,0,0,1
"the Great Pumpkin",0,0,0,0,0,1
"Greek Festival",0,0,0,0,0,1
"COME ON YOU REDS",0,0,0,0,0,1
"Annual Chocolate Crawl",0,0,0,0,0,1
"Jup Force PvP event",0,0,0,0,0,1
"Hurricane",0,0,0,0,0,1
"9/20",0,0,0,0,0,1
"Summer Vancouver",0,0,0,0,0,1
"WestThorntonPA Teachers Open Evening",0,0,0,0,0,1
"New Year",0,0,0,0,0,1
"SMITE World Championship",0,0,0,0,0,1
"COD",0,0,0,0,0,1
"Special Olympics",0,0,0,0,0,1
"XOXO Day",0,0,0,0,0,1
"This Week : The Drama Edition",0,0,0,0,0,1
"World War 3",0,0,0,0,0,1
"Homecoming Week",0,0,0,0,0,1
"GO GO GO 8th Graders",0,0,0,0,0,1
"Annual Octoberfest Dinner",0,0,0,0,0,1
"The Knifing Tourney 2017 Judges",0,0,0,0,0,1
"the Fearless Tour",0,0,0,0,0,1
"Chicago Weekend Events",0,0,0,0,0,1
"Stakes Day",0,0,0,0,0,1
"Battle of Britain",0,0,0,0,0,1
"Parking Day Parking Day",0,0,0,0,0,1
"Safety Day",0,0,0,0,0,1
"HoveLive Festival",0,0,0,0,0,1
"Happy New Year",0,0,0,0,0,1
"Thanksgiving",0,0,0,0,0,1
*TOTAL*,0,1,0,0,0,59
