Entity,COR,INC,PAR,SPU,MIS,IGN
"fifth",0,0,0,0,0,1
"first",0,0,0,0,0,1
"first half",0,0,0,0,0,1
"3rd",0,0,0,0,0,1
"Second",0,0,0,0,0,1
"17th",0,0,0,0,0,1
"4th",0,0,0,0,0,1
"first two",0,0,0,0,0,1
"second annual DomesticExtremist Awareness Day",0,0,0,0,0,1
"Third",0,0,0,0,0,1
"31st annual Plano Balloon Festival , Plano Balloon Festival 2",0,0,0,0,0,1
"20th Anniversary Vancouver Resource Investment Conference 2015",0,0,0,0,0,1
"4th Az 1 Awards . You",0,0,0,0,0,1
"6th Super Bowl",0,0,0,0,0,1
"second",0,0,0,0,0,1
"8th",0,0,0,0,0,1
"5th",0,0,0,0,0,1
"27th Nexus6 BirthdayGift",0,0,0,0,0,1
"9th",0,0,0,0,0,1
"third",0,0,0,0,0,1
"first one",0,0,0,0,0,1
"first 8",0,0,0,0,0,1
"First",0,0,0,0,0,1
"first Loooool",0,0,0,0,0,1
"700th",0,0,0,0,0,1
"3rd Russian",0,0,0,0,0,1
"20th",0,0,0,0,0,1
"15th",0,0,0,0,0,1
"first four",0,0,0,0,0,1
"25th",0,0,0,0,0,1
"1st",0,0,0,0,0,1
"12th",0,0,0,0,0,1
"10th",0,0,0,0,0,1
"25th October",0,0,0,0,0,1
"14th",0,0,0,0,0,1
"1st Anniversary Geng Tanjoubi amp",0,0,0,0,0,1
"7th",0,0,0,0,0,1
"second VPS FREE",0,0,0,0,0,1
"13th",0,0,0,0,0,1
"24th",0,0,0,0,0,1
"5th Annual Chocolate Crawl",0,0,0,0,0,1
"6th",0,0,0,0,0,1
"First one",0,0,0,0,0,1
"2nd",0,0,0,0,0,1
"102nd",0,0,0,0,0,1
"31st `` I Cant I Got ta Step Performance",0,0,0,0,0,1
*TOTAL*,0,0,0,0,0,46
