Entity,COR,INC,PAR,SPU,MIS,IGN
"Grey blue eyes",0,0,0,0,0,1
"TV Centre",0,0,0,0,0,1
"Martinez",0,0,0,0,0,1
"Lake Charles",0,1,0,0,0,0
"Worldnews https://www",0,0,0,0,0,1
"Wildcat Stadium",0,1,0,0,0,0
"Walmart http://t",0,0,0,0,0,1
"The Fisher P. .",0,0,0,0,0,1
"Pavonia Avenue",0,1,0,0,0,0
"the 2nd hospital",0,0,0,0,0,1
"Kanye West",0,1,0,0,0,0
"RGA amp",0,0,0,0,0,1
"XD Great",0,0,0,0,0,1
"frat house Hattiesburg",0,1,0,0,0,0
"Colorado Palisades",0,0,0,0,0,1
"Road",0,0,0,0,0,1
"the Great Pumpkin",0,0,0,0,0,1
"Dearrykas 1",0,0,0,0,0,1
"Summer Vancouver",0,0,0,0,0,1
"Newcastle Upon Tyne",0,0,0,0,0,1
"The Road 2",0,0,0,0,0,1
"x20",0,0,0,0,0,1
"BEST NEW ARTIST",0,0,0,0,0,1
"The Causeway on Boxing Day",0,0,0,0,0,1
"Light ' s Diary",0,0,0,0,0,1
"Ramen Kan Bondi Junction http://t",0,0,0,0,0,1
"OFF the GRID Fort Mason",0,0,0,0,0,1
"RT",0,1,0,0,0,0
"Notley https://t",0,0,0,0,0,1
"kristen3196",0,0,0,0,0,1
"T. epic interview",0,0,0,0,0,1
"Tristan Bates Theatre",0,0,0,0,0,1
"Groep Klein https://www",0,0,0,0,0,1
"Centennial College Progress Campus",0,0,0,0,0,1
"mall",0,0,0,0,0,1
"Empire Avenue",0,1,0,0,0,0
"de ruimste zin van",0,0,0,0,0,1
"La La Land",0,1,0,0,0,0
"la la la lalala",0,0,0,0,0,1
"the Student Centre",0,0,0,0,0,1
"Meet N Greet",0,0,0,0,0,1
"la gala llevo viendo",0,0,0,0,0,1
"Grand Sport",0,0,0,0,0,1
"the Dark Side",0,0,0,0,0,1
"The Trump Tower",0,0,0,0,0,1
"Pokemon",0,1,0,0,0,0
"St Johns",0,1,0,0,0,0
"Swayzes Venue",0,1,0,0,0,0
"2B",0,0,0,0,0,1
"GP 2",0,1,0,0,0,0
"The View for having Coulter on standing up",0,0,0,0,0,1
"Christmas Eve http://t.",0,0,0,0,0,1
"Chapel Hill",0,1,0,0,0,0
"King ' s. .",0,0,0,0,0,1
"Olive Garden",0,1,0,0,0,0
"the Army Run",0,0,0,0,0,1
"Ogden",0,0,0,0,0,1
"Buffalo Municipal Airport",0,1,0,0,0,0
"The Cartoon Museum https://t",0,0,0,0,0,1
"Glover Park",0,1,0,0,0,0
"Kendrick",0,1,0,0,0,0
"AL http://bit",0,0,0,0,0,1
"North Phoenix ATA",0,1,0,0,0,0
"Wifi Space Gray/",0,0,0,0,0,1
"Egg",0,0,0,0,0,1
"the 25th x1x_ne_x1x http://t.",0,0,0,0,0,1
"the Joker Cartoon",0,0,0,0,0,1
"The World https://t",0,0,0,0,0,1
"Tesla",0,1,0,0,0,0
"Libra http://t",0,0,0,0,0,1
"Video auf",0,0,0,0,0,1
"nag greet ng",0,0,0,0,0,1
"QB hurt",0,0,0,0,0,1
"Hulk",0,0,0,0,0,1
"the Southgate House",0,0,0,0,0,1
"Liam im",0,0,0,0,0,1
"Ghostland Observatory",0,1,0,0,0,0
"MrzEndy",0,0,0,0,0,1
"FCDallas Great",0,0,0,0,0,1
"onFB jus",0,0,0,0,0,1
"Burnaby 8Rinks",0,0,0,0,0,1
"Bowl Long Island 138 West Ave",0,0,0,0,0,1
"Klingons",0,1,0,0,0,0
"Dareka no Tame",0,0,0,0,0,1
"Live Goal + Replays AA Mirror HD",0,0,0,0,0,1
"Ocutta Time",0,0,0,0,0,1
"Y C H",0,0,0,0,0,1
"England http://t",0,0,0,0,0,1
"Moore Park / Zetland",0,0,0,0,0,1
"MITE",0,0,0,0,0,1
"Kelly ' s in Newtown",0,0,0,0,0,1
"Sushi",0,0,0,0,0,1
"Glenveagh national park",0,1,0,0,0,0
"Merry Christmas",0,0,0,0,0,1
"Lohan",0,1,0,0,0,0
"sniffff jai envie de pleurer sa",0,0,0,0,0,1
"WKMT DB Dagr8fm",0,0,0,0,0,1
"AustralianOpen",0,0,0,0,0,1
"Long Island Mac Arthur Airport",0,1,0,0,0,0
"FRIDAY Going",0,0,0,0,0,1
"AN AWESOME FAN BOOK",0,0,0,0,0,1
"RavensNation Pluto",0,0,0,0,0,1
"the White House",0,0,0,0,0,1
"cdnpoli topoli cpc http://t.",0,0,0,0,0,1
"Dim Mak Tuesdays",0,0,0,0,0,1
"Town Square Place",0,1,0,0,0,0
"the Trailer Park Boys",0,0,0,0,0,1
"SUPAHFEST",0,0,0,0,0,1
"Enhancing Political Stability",0,0,0,0,0,1
"New Life",0,1,0,0,0,0
*TOTAL*,0,26,0,0,0,84
