Entity,COR,INC,PAR,SPU,MIS,IGN
"Kirkwood",0,1,0,0,0,0
"the Star Trek",0,0,0,0,0,1
"Kenworth",0,1,0,0,0,0
"' s Esports",0,0,0,0,0,1
"River",0,0,0,0,0,1
"jimmiebjr Nope",0,0,0,0,0,1
"the Middle East",0,0,0,0,0,1
"Yellow Lot",0,0,0,0,0,1
"Viera",0,1,0,0,0,0
"Western Europe",0,1,0,0,0,0
"adiabatic",0,0,0,0,0,1
"Cebu",0,1,0,0,0,0
"Eastern Europe",0,1,0,0,0,0
"Earth",0,1,0,0,0,0
"Wolstenbeast",0,0,0,0,0,1
"Shan Hope",0,0,0,0,0,1
"Karina",0,1,0,0,0,0
"AandLClothingCo Easy",0,0,0,0,0,1
"OMG Ca",0,0,0,0,0,1
"New Orleans Square",0,1,0,0,0,0
"Obama",0,1,0,0,0,0
"Europe",0,1,0,0,0,0
"the Beast https://t",0,0,0,0,0,1
"Merseyside",0,1,0,0,0,0
"Troutdale east",0,0,0,0,0,1
"btv",0,0,0,0,0,1
"Janus",0,1,0,0,0,0
"Whiskey",0,1,0,0,0,0
"Sun",0,1,0,0,0,0
"iPhones",0,1,0,0,0,0
"West Nile",0,0,0,0,0,1
"Infinity Wars",0,1,0,0,0,0
"Auckland",0,1,0,0,0,0
"3rd qtr",0,0,0,0,0,1
"Zinfandel",0,0,0,0,0,1
"Discovery Island",0,1,0,0,0,0
"Middle earth",0,0,0,0,0,1
"the end soooo",0,0,0,0,0,1
"HELP https://t",0,0,0,0,0,1
"R / Calgary",0,0,0,0,0,1
"OMG Miley Cyrus",0,0,0,0,0,1
"Eastern Bloc",0,1,0,0,0,0
"Amos",0,1,0,0,0,0
"WHOOPWHOOP",0,0,0,0,0,1
"Nope",0,0,0,0,0,1
"the west coast",0,0,0,0,0,1
"Crobot",0,1,0,0,0,0
"Smokey",0,1,0,0,0,0
"the Twilight Zone",0,1,0,0,0,0
"kashmir",0,0,0,0,0,1
"Fortezza",0,0,0,0,0,1
"The Bay",0,1,0,0,0,0
"Jupiter",0,1,0,0,0,0
"Kern Valley",0,1,0,0,0,0
"Amazon Echo",0,1,0,0,0,0
*TOTAL*,0,28,0,0,0,27
