Entity,COR,INC,PAR,SPU,MIS,IGN
"95 ° F",0,0,0,0,1,0
"58 %",0,0,1,0,0,0
"25 percent",1,0,0,0,0,0
"less than one percent",1,0,0,0,0,0
"35 %",0,0,1,0,0,0
"that number",0,0,0,0,1,0
"forty percent",0,0,0,1,0,0
"15 %",1,0,0,0,0,0
"quite a bit",0,0,0,0,1,0
"the size",0,0,0,0,1,0
"The flavor of icing or frosting",0,0,0,0,1,0
"ROS-concentration",0,0,0,0,1,0
"the amount of thyroid hormone",0,0,0,0,1,0
"the number of interstellar dust particles",0,0,0,0,1,0
"much snow",0,0,0,0,1,0
"24 percent",0,0,1,0,0,0
"50 percent",1,0,0,0,0,0
"the amount of foliage",0,0,0,0,1,0
"approximately 56 percent today",0,0,1,0,0,0
"39 percent",0,0,1,0,0,0
"larger amount",0,0,0,0,1,0
"70 percent",0,0,0,1,0,0
"Each handle of vodka",0,0,0,0,1,0
"the number of plants",0,0,0,0,1,0
"10 %",1,0,0,0,0,0
"additional postage",0,0,0,0,1,0
"a good size",0,0,0,0,1,0
"only 10 per cent",0,0,1,0,0,0
"13 percent",0,0,0,1,0,0
"46 percent",1,0,0,0,0,0
"flavoring",0,0,0,0,1,0
"the massive numbers of people",0,0,0,0,1,0
"a reasonable height",0,0,0,0,1,0
"the large amount of positive feedback for Mohamed",0,0,0,0,1,0
"49 percent",0,0,0,0,1,0
"A handle",0,0,0,0,1,0
"some 15 %",0,0,1,0,0,0
"the peroxide concentration",0,0,0,0,1,0
"initial offering prices",0,0,0,0,1,0
"fewer",0,0,0,0,1,0
"2.5 cm.",0,0,0,0,1,0
"delicious flavor",0,0,0,0,1,0
"its heart rate",0,0,0,0,1,0
"our lack of data",0,0,0,0,1,0
"loads of money",0,0,0,0,1,0
"distances",0,0,0,0,1,0
"the quantity of oil",0,0,0,0,1,0
"around or slightly above 0 ° C",0,0,0,0,1,0
"the top two pairs of leaves",0,0,0,0,1,0
*TOTAL*,6,0,7,3,99,0
