Entity,COR,INC,PAR,SPU,MIS,IGN
"fifth",0,0,0,0,0,1
"first",0,0,0,0,0,1
"Second",0,0,0,0,0,1
"fifth consecutive yearof",0,0,0,0,0,1
"first two",0,0,0,0,0,1
"firstfree",0,0,0,0,0,1
"first sub Saharan African",0,0,0,0,0,1
"second",0,0,0,0,0,1
"11th Selangor Malay Chamber of Commerceand Industry annual",0,0,0,0,0,1
"fourth",0,0,0,0,0,1
"firstdeputy",0,0,0,0,0,1
"third",0,0,0,0,0,1
"thirdround",0,0,0,0,0,1
"80th",0,0,0,0,0,1
"sixth",0,0,0,0,0,1
"60th",0,0,0,0,0,1
"secondplace",0,0,0,0,0,1
"16th Commonwealth Games inSeptember",0,0,0,0,0,1
"fourthmatch",0,0,0,0,0,1
"eighth",0,0,0,0,0,1
"seventh Brosius",0,0,0,0,0,1
"7th U",0,0,0,0,0,1
"11th",0,0,0,0,0,1
"secondto fifth",0,0,0,0,0,1
"fourth Wells",0,0,0,0,0,1
"53rd",0,0,0,0,0,1
"14th",0,0,0,0,0,1
"second consecutive year",0,0,0,0,0,1
"20th",0,1,0,0,0,0
"6th",0,0,0,0,0,1
"8th U",0,0,0,0,0,1
"first three",0,0,0,0,0,1
"first West Coast",0,0,0,0,0,1
"30th",0,0,0,0,0,1
"firststart Saturday",0,0,0,0,0,1
"seventh",0,0,0,0,0,1
"third German",0,0,0,0,0,1
*TOTAL*,0,1,0,0,0,36
