Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"NIST_IEER","gs18","deeppavlov_onto_model","PERSON","tnnt:Person",1009,793,486.00,1102,0.441016,0.776797,0.610505,0.683685,0.736666,0.637813,0.306244,0.117276,0.880000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person",967,742,372.50,994,0.374748,0.837601,0.642709,0.727326,0.789708,0.674078,0.260600,0.036388,0.869231
"NIST_IEER","ss4","deeppavlov_conll2003_model","PER","tnnt:Person",1064,990,622.00,1281,0.485558,0.665657,0.619361,0.641675,0.655852,0.628098,0.273496,0.219192,0.852523
"NIST_IEER","ss4","deeppavlov_conll2003_bert_model","PER","tnnt:Person",958,794,345.00,995,0.346734,0.818640,0.678497,0.742009,0.786164,0.702551,0.209812,0.046599,0.858653
"NIST_IEER","ss4","deeppavlov_conll2003_model","MISC","tnnt:NPLLE",28,28,28.00,28,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation",693,628,573.50,865,0.663006,0.464172,0.420635,0.441332,0.454758,0.428676,0.341991,0.273885,0.639254
"NIST_IEER","gs18","deeppavlov_onto_model","GPE","tnnt:GPE",453,329,260.50,497,0.524145,0.718845,0.522075,0.604859,0.668457,0.552312,0.370861,0.133739,0.829825
"NIST_IEER","gs18","deeppavlov_onto_bert_model","GPE","tnnt:GPE",440,314,219.00,458,0.478166,0.761146,0.543182,0.633952,0.704599,0.576181,0.327273,0.057325,0.807432
"NIST_IEER","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL",550,488,376.00,665,0.565414,0.592213,0.525455,0.556840,0.577538,0.537574,0.321818,0.235656,0.774799
"NIST_IEER","ss4","deeppavlov_conll2003_bert_model","LOC","tnnt:FGL",473,440,251.50,542,0.464022,0.660227,0.614165,0.636364,0.650470,0.622856,0.215645,0.156818,0.783019
"NIST_IEER","ss4","deeppavlov_conll2003_bert_model","ORG","tnnt:Organisation",568,532,334.00,661,0.505295,0.614662,0.575704,0.594545,0.606454,0.583096,0.227113,0.174812,0.744875
"NIST_IEER","gs18","deeppavlov_onto_bert_model","NORP","tnnt:NORP",11,11,11.00,11,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","ss4","deeppavlov_conll2003_bert_model","MISC","tnnt:NPLLE",34,34,34.00,34,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","ORG","tnnt:Organisation",615,511,420.50,700,0.600714,0.546967,0.454472,0.496448,0.525574,0.470380,0.307317,0.166341,0.656103
"NIST_IEER","gs18","deeppavlov_onto_model","NORP","tnnt:NORP",17,17,17.00,17,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_model","LOC","tnnt:Location",204,50,192.00,218,0.880734,0.520000,0.127451,0.204724,0.321782,0.150115,0.823529,0.280000,0.722222
"NIST_IEER","gs18","deeppavlov_onto_model","EVENT","tnnt:Event",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","LOC","tnnt:Location",186,61,174.00,205,0.848780,0.508197,0.166667,0.251012,0.360465,0.192547,0.774194,0.311475,0.738095
"NIST_IEER","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation",722,600,611.50,915,0.668306,0.505833,0.420360,0.459153,0.486067,0.435063,0.436288,0.321667,0.745700
"NIST_IEER","gs18","deeppavlov_onto_model","WORK_OF_ART","tnnt:WorkOfArt",11,11,11.00,11,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","PRODUCT","tnnt:Product",6,6,6.00,6,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_model","PRODUCT","tnnt:Product",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","WORK_OF_ART","tnnt:WorkOfArt",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","FAC","tnnt:FAC",18,18,18.00,18,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","DATE","tnnt:Date",686,502,418.50,709,0.590268,0.578685,0.423469,0.489057,0.539161,0.447474,0.301749,0.045817,0.606472
"NIST_IEER","gs18","deeppavlov_onto_bert_model","CARDINAL","tnnt:Cardinal",380,293,198.00,380,0.521053,0.621160,0.478947,0.540862,0.586340,0.501931,0.228947,0.000000,0.621160
"NIST_IEER","gs18","deeppavlov_onto_model","DATE","tnnt:Date",629,483,381.50,660,0.578030,0.576605,0.442766,0.500899,0.543733,0.464321,0.281399,0.064182,0.616150
"NIST_IEER","gs18","deeppavlov_onto_model","MONEY","tnnt:Money",110,15,105.50,114,0.925439,0.566667,0.077273,0.136000,0.250000,0.093407,0.900000,0.266667,0.772727
"NIST_IEER","gs18","deeppavlov_onto_model","CARDINAL","tnnt:Cardinal",323,290,140.50,323,0.434985,0.629310,0.565015,0.595432,0.615307,0.576802,0.102167,0.000000,0.629310
"NIST_IEER","gs18","deeppavlov_onto_bert_model","LANGUAGE","tnnt:Language",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"NIST_IEER","gs18","deeppavlov_onto_model","FAC","tnnt:FAC",11,11,11.00,11,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","EVENT","tnnt:Event",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","LAW","tnnt:Law",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"NIST_IEER","gs18","deeppavlov_onto_model","LAW","tnnt:Law",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"NIST_IEER","gs18","deeppavlov_onto_model","LANGUAGE","tnnt:Language",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"NIST_IEER","gs18","deeppavlov_onto_model","ORDINAL","tnnt:Ordinal",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","ORDINAL","tnnt:Ordinal",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"NIST_IEER","gs18","deeppavlov_onto_bert_model","TIME","tnnt:Time",24,65,75.50,77,0.980519,0.023077,0.062500,0.033708,0.026408,0.046584,0.500000,0.815385,0.125000
"NIST_IEER","gs18","deeppavlov_onto_model","TIME","tnnt:Time",22,64,75.00,76,0.986842,0.015625,0.045455,0.023256,0.017986,0.032895,0.545455,0.843750,0.100000
"NIST_IEER","gs18","deeppavlov_onto_model","PERCENT","tnnt:Percent",89,39,83.00,102,0.813725,0.487179,0.213483,0.296875,0.387755,0.240506,0.707865,0.333333,0.730769
"NIST_IEER","gs18","deeppavlov_onto_bert_model","PERCENT","tnnt:Percent",114,23,99.50,116,0.857759,0.717391,0.144737,0.240876,0.400485,0.172234,0.815789,0.086957,0.785714
"NIST_IEER","gs18","deeppavlov_onto_bert_model","MONEY","tnnt:Money",157,25,149.50,163,0.917178,0.540000,0.085987,0.148352,0.262646,0.103369,0.878981,0.240000,0.710526
"NIST_IEER","gs18","deeppavlov_onto_model","QUANTITY","tnnt:Quantity",263,38,247.50,269,0.920074,0.565789,0.081749,0.142857,0.259036,0.098624,0.878327,0.157895,0.671875
"NIST_IEER","gs18","deeppavlov_onto_bert_model","QUANTITY","tnnt:Quantity",286,28,274.00,289,0.948097,0.535714,0.052448,0.095541,0.188442,0.063993,0.912587,0.107143,0.600000
"NIST_IEER","sc7","stanford_class7_model","LOCATION","tnnt:FGL",549,184,406.00,556,0.730216,0.815217,0.273224,0.409277,0.583658,0.315126,0.677596,0.038043,0.847458
"NIST_IEER","ss4","stanford_class4_model","LOCATION","tnnt:FGL",517,285,412.00,581,0.709122,0.592982,0.326886,0.421446,0.509958,0.359116,0.572534,0.224561,0.764706
"NIST_IEER","bs3","stanford_class3_model","LOCATION","tnnt:FGL",552,234,402.00,574,0.700348,0.735043,0.311594,0.437659,0.577957,0.352170,0.615942,0.094017,0.811321
"NIST_IEER","gs18","stanza_model","GPE","tnnt:GPE",371,303,167.50,407,0.411548,0.790429,0.645553,0.710682,0.756475,0.670118,0.280323,0.118812,0.897004
"NIST_IEER","gs18","spacy_sm_model","PERSON","tnnt:Person",969,758,560.50,1106,0.506781,0.719657,0.562951,0.631731,0.681705,0.588584,0.359133,0.180739,0.878422
"NIST_IEER","gs18","spacy_sm_model","GPE","tnnt:GPE",430,293,298.00,489,0.609407,0.651877,0.444186,0.528354,0.596130,0.474416,0.455814,0.201365,0.816239
"NIST_IEER","gs18","spacy_md_model","GPE","tnnt:GPE",414,388,314.50,538,0.584572,0.576031,0.539855,0.557357,0.568413,0.546722,0.362319,0.319588,0.846591
