Entity,COR,INC,PAR,SPU,MIS,IGN
"the next twoyears",0,0,1,0,0,0
"Friday",1,0,0,0,0,0
"Wednesday night",0,0,1,0,0,0
"03 / 14 / 1998 11 : 15 : 00",0,0,1,0,0,0
"tomorrow",0,0,0,1,0,0
"the fall quarter",0,0,1,0,0,0
"seven days",0,0,1,0,0,0
"March 14 Solidarity Day",0,0,1,0,0,0
"2:28.6",0,0,0,0,1,0
"04 / 24 / 1998 11 : 38 : 00 Security Council",0,0,1,0,0,0
"55 year old",0,0,1,0,0,0
"Three and a half weeks later",0,0,1,0,0,0
"03 / 14 / 1998 10 : 47 : 00 Indian",0,0,1,0,0,0
"thereconciliation day",0,0,1,0,0,0
"Last year",0,0,1,0,0,0
"1997 Academy Award",0,0,1,0,0,0
"03 / 14 / 1998 11 : 32 : 00 Lebanon",0,0,1,0,0,0
"Monday",1,0,0,0,0,0
"today",0,0,1,0,0,0
"next week's 8 billion",0,0,1,0,0,0
"04 / 07 / 1998 18 : 35 : 00 SMITHSONIAN",0,0,1,0,0,0
"ten years",1,0,0,0,0,0
"July12",1,0,0,0,0,0
"03 / 14 / 1998 10 : 54 : 00 One",0,0,1,0,0,0
"88",0,1,0,0,0,0
"04 / 03 / 1998 21 : 53 : 00",0,0,1,0,0,0
"03 / 15 / 1998 16 : 51 : 00",0,0,1,0,0,0
"1997 98",0,0,1,0,0,0
"Memorial Day",1,0,0,0,0,0
"1929",0,0,0,0,1,0
"all-day",0,0,0,0,1,0
"weak",0,0,0,0,1,0
"30-year",0,0,0,0,1,0
"July",1,0,0,0,0,0
"last year",0,0,1,0,0,0
"nearly a decade",0,0,1,0,0,0
"March 13 , 1996",0,0,1,0,0,0
"three years",1,0,0,0,0,0
"the last quarter of 1997",0,0,1,0,0,0
"the years",0,0,1,0,0,0
"Friday the 13th",1,0,0,0,0,0
"04 / 07 / 1998 19 : 13 : 00 YELTSIN",0,0,1,0,0,0
"four-month",0,0,0,0,1,0
"1971",1,0,0,0,0,0
"1999 Women's World Cup",0,0,1,0,0,0
"two days",1,0,0,0,0,0
"Thursday night",0,0,1,0,0,0
"50-year",0,0,0,0,1,0
"some day",0,0,1,0,0,0
"all day",1,0,0,0,0,0
"next week",0,0,1,0,0,0
"next fall",0,0,1,0,0,0
"Tuesday's",0,0,1,0,0,0
"the 1960s into the 1970s",0,0,1,0,0,0
"late Januaryto",0,0,1,0,0,0
"10 year",0,0,1,0,0,0
"the last two months",0,0,1,0,0,0
"last weekend",0,0,1,0,0,0
"the 30K",0,0,0,1,0,0
"0895 NEWS STORY 04 / 24 / 1998 11 : 55 : 00",0,0,1,0,0,0
"late spring",0,0,1,0,0,0
"six-year",0,0,0,0,1,0
"year",1,0,0,0,0,0
"June 19 July 10 , 1999",0,0,1,0,0,0
