Entity,COR,INC,PAR,SPU,MIS,IGN
"the Smithsonian Collection of Recordingscould",0,0,0,0,0,1
"THE Companies Act 1965",0,0,0,0,0,1
"the Bill of Rights",0,0,0,0,0,1
"par 203",0,0,0,0,0,1
"the Penal Code",0,0,0,0,0,1
"resolution 425",0,0,0,0,0,1
"the Collection of Classic Jazz",0,0,0,0,0,1
"the Internet Tax Freedom Act",0,0,0,0,0,1
"the Water SupplyAct",0,0,0,0,0,1
"bycomputer code",0,0,0,0,0,1
"Dumas",0,1,0,0,0,0
"Constitution",0,0,0,0,0,1
"Section 11",0,0,0,0,0,1
"section 38",0,0,0,0,0,1
"the Companies",0,0,0,0,0,1
"Resolution 425",0,0,0,0,0,1
"the First Amendment",0,0,0,0,0,1
*TOTAL*,0,1,0,0,0,16
