Entity,COR,INC,PAR,SPU,MIS,IGN
"the British Empire Exhibition of 1927",0,0,0,0,0,1
"WinterGames",0,0,0,0,0,1
"Commonwealth Games",0,0,0,0,0,1
"the Tusker Kenya Open",0,0,0,0,0,1
"The Kenya Open",0,0,0,0,0,1
"GreatDepression",0,0,0,0,0,1
"the dlrs300,000 Classic India Open",0,0,0,0,0,1
"the World Cup",0,0,0,0,0,1
"World War IIWright",0,0,0,0,0,1
"the March 14 Solidarity Day",0,0,0,0,0,1
"Copenhagen Open",0,0,0,0,0,1
"Winter Olympian",0,0,0,0,0,1
"The Castel Gandolfo meeting",0,0,0,0,0,1
"Women's World Cup",0,0,0,0,0,1
"the Cold War",0,0,0,0,0,1
"an ATP Final",0,0,0,0,0,1
"the W. Handy Music Festival",0,0,0,0,0,1
"the European Challenge Tour",0,0,0,0,0,1
"World Cup",0,0,0,0,0,1
"Games",0,0,0,0,0,1
"World War II",0,0,0,0,0,1
"Lohengrin",0,0,0,0,0,1
"New World",0,1,0,0,0,0
"the Nagano Olympics",0,0,0,0,0,1
"Davis Cup",0,0,0,0,0,1
"the Winter Olympics",0,0,0,0,0,1
*TOTAL*,0,1,0,0,0,25
