Entity,COR,INC,PAR,SPU,MIS,IGN
"The Kenya Open",0,0,0,0,0,1
"the Tusker Kenya Open",0,0,0,0,0,1
"the British Empire Exhibition",0,0,0,0,0,1
"the World Cup Wednesday",0,0,0,0,0,1
"MARCH WINDS March",0,0,0,0,0,1
"Copenhagen Open",0,0,0,0,0,1
"Winter Olympian",0,0,0,0,0,1
"Classic India Open",0,0,0,0,0,1
"Women's World Cup",0,0,0,0,0,1
"the Cold War",0,0,0,0,0,1
"the GreatDepression",0,0,0,0,0,1
"French Open",0,0,0,0,0,1
"Olympic",0,0,0,0,0,1
"World Cup",0,0,0,0,0,1
"Games",0,0,0,0,0,1
"pre World War IIWright",0,0,0,0,0,1
"World War II",0,0,0,0,0,1
"Cup",0,0,0,0,0,1
"the Nagano Olympics",0,0,0,0,0,1
"the Winter Olympics",0,0,0,0,0,1
"the Computers , Freedom and Privacy conference",0,0,0,0,0,1
"Kenya Open NAIROBI",0,0,0,0,0,1
*TOTAL*,0,0,0,0,0,22
