Entity,COR,INC,PAR,SPU,MIS,IGN
"Forbin",0,1,0,0,0,0
"The Combined Joint Task Force Inherent Resolve",0,0,0,1,0,0
"core texts of the religion",0,0,0,0,1,0
"its English - language magazine",0,0,0,0,1,0
"the chapter",0,0,0,0,1,0
"the permits",0,0,0,0,1,0
"all five chapters of this book",0,0,0,0,1,0
"a report on the human rights situation in Syria",0,0,0,0,1,0
"the Constitution",0,0,0,0,1,0
"Operation Inherent Resolve",0,1,0,0,0,0
"Operation : Steel Curtain",0,0,0,1,0,0
"The report",0,0,0,0,1,0
"The Yazidi Book of Revelation Kit e ba Cilwe",0,0,1,0,0,0
"the Yazidi Black Book Mishefa Re s in Kurdish . 1 At first",0,0,1,0,0,0
"Jaish al Ta ' ifa al Mansurah Arabic : Jaysh a t T a ifa al Man",0,0,0,1,0,0
"Operation : Iron Fist",0,0,0,1,0,0
"Operation Steel Curtain Arabic : Al Hejab Elfulathi",0,0,0,1,0,0
"holy books",0,0,0,0,1,0
"The Book of Revelation",1,0,0,0,0,0
"Shakespeare",0,1,0,0,0,0
"today ’ s announcement",0,0,0,0,1,0
"Chapter four",0,0,0,0,1,0
"Cessation of Hostilities",0,0,0,1,0,0
"two books",0,0,0,0,1,0
"Lt Gen Talib Shaghati",0,1,0,0,0,0
"books",0,0,0,0,1,0
"Turkey ’ s constitution",0,0,0,0,1,0
"The Resolution",0,0,0,0,1,0
"media reports",0,0,0,0,1,0
"The Hamrin Mountains Arabic : Jab a l Hamr",0,0,0,1,0,0
"Follow BBCNewsMagazine on Twitter",0,0,0,1,0,0
"OFAC Holding",0,0,0,1,0,0
"the Book of Revelation and the Black Book",0,0,1,0,0,0
"Chapter one of the Book of Revelation",1,0,0,0,0,0
"work permits",0,0,0,0,1,0
"Operation Steel Curtain",0,0,0,1,0,0
"Alsumaria",0,1,0,0,0,0
"The full report",0,0,0,0,1,0
"the library ' s books",0,0,0,0,1,0
"chapters",0,0,0,0,1,0
"Books motivate",0,0,0,1,0,0
"`` Army of the Victorious Sect",0,0,0,1,0,0
"logo",0,0,0,0,1,0
"the hymns known as qewl",0,0,0,0,1,0
"The manual",0,0,0,0,1,0
"Kitab Al Jilwah",0,0,0,0,1,0
"Operation Matador",0,0,0,1,0,0
*TOTAL*,2,5,3,13,72,0
