Entity,COR,INC,PAR,SPU,MIS,IGN
"UKRAINE",1,0,0,0,0,0
"Crazyyyy",0,0,0,1,0,0
"Nepal",1,0,0,0,0,0
"NSW Blue Mountains",1,0,0,0,0,0
"West Midlands",1,0,0,0,0,0
"Kansas City",1,0,0,0,0,0
"Desk",0,0,0,1,0,0
"Amber Alert",0,0,0,1,0,0
"Kingston upon Thames",0,0,1,0,0,0
"Dawn2DuskTours Sunrise",0,0,1,0,0,0
"Redbank Army Camp",1,0,0,0,0,0
"Man City",0,1,0,0,0,0
"AmazingPhil",0,1,0,0,0,0
"Palestine",1,0,0,0,0,0
"Harhur",1,0,0,0,0,0
"Well Done . GeordieScore Playing Battlefield",0,0,1,0,0,0
"Baltimore",1,0,0,0,0,0
"Poland border",0,0,0,0,1,0
"TSNBobMcKenzie",0,1,0,0,0,0
"#co54 #colorado54",0,0,0,0,1,0
"PA",1,0,0,0,0,0
"Omaha",1,0,0,0,0,0
"Arctic",1,0,0,0,0,0
"Mouth",0,0,1,0,0,0
"Fergie",0,0,0,1,0,0
"WeatherCee",0,1,0,0,0,0
"MerchDirect",0,1,0,0,0,0
"Via",0,0,0,1,0,0
"Hiroshima",0,0,1,0,0,0
"Mosul",1,0,0,0,0,0
"TomJHarper",0,1,0,0,0,0
"Maidstone Room",0,0,1,0,0,0
"Avoca Beach",0,0,0,0,1,0
"Co Donegal",1,0,0,0,0,0
"maravilla",0,0,0,0,1,0
"Ottawa",1,0,0,0,0,0
"Rolling Laker Blunts",0,0,0,1,0,0
"Middle East",1,0,0,0,0,0
"#grandcayman",0,0,0,0,1,0
"iBet",0,1,0,0,0,0
"NotAPrisoner",0,1,0,0,0,0
"#Kashmir",0,0,0,0,1,0
"Jiangsu Shuntian GaloNaChina",0,0,1,0,0,0
"Canada",1,0,0,0,0,0
"Independent",0,1,0,0,0,0
"Strictly",1,0,0,0,0,0
"co/hnWhTIov Amazon",0,0,0,1,0,0
"J Lo",0,0,0,1,0,0
"DavidPaddon",0,1,0,0,0,0
"Stewart Island",0,0,0,0,1,0
"sochi",0,0,0,0,1,0
"#Russia",0,0,0,0,1,0
"Now",0,0,0,1,0,0
