Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"SEC_Filings","gs18","deeppavlov_onto_model","PERSON","tnnt:Person",47,32,40.50,56,0.723214,0.484375,0.329787,0.392405,0.442857,0.352273,0.510638,0.281250,0.673913
"SEC_Filings","gs18","deeppavlov_onto_bert_model","PERSON","tnnt:Person",59,48,41.50,69,0.601449,0.572917,0.466102,0.514019,0.547809,0.484155,0.355932,0.208333,0.723684
"SEC_Filings","ss4","deeppavlov_conll2003_model","PER","tnnt:Person",65,68,77.50,98,0.790816,0.301471,0.315385,0.308271,0.304154,0.312500,0.461538,0.485294,0.585714
"SEC_Filings","ss4","deeppavlov_conll2003_bert_model","PER","tnnt:Person",53,41,43.50,65,0.669231,0.524390,0.405660,0.457447,0.495392,0.424901,0.452830,0.292683,0.741379
"SEC_Filings","ss4","deeppavlov_conll2003_model","ORG","tnnt:Organisation",168,542,502.50,581,0.864888,0.144834,0.467262,0.221127,0.168022,0.323311,0.232143,0.761993,0.608527
"SEC_Filings","gs18","deeppavlov_onto_model","ORG","tnnt:Organisation",143,472,453.50,514,0.882296,0.128178,0.423077,0.196748,0.148941,0.289751,0.293706,0.786017,0.599010
"SEC_Filings","ss4","deeppavlov_conll2003_bert_model","ORG","tnnt:Organisation",126,214,188.50,247,0.763158,0.273364,0.464286,0.344118,0.297862,0.407382,0.261905,0.565421,0.629032
"SEC_Filings","gs18","deeppavlov_onto_bert_model","NORP","tnnt:NORP",2,5,3.00,5,0.600000,0.400000,1.000000,0.571429,0.454545,0.769231,0.000000,0.600000,1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","ORG","tnnt:Organisation",103,173,155.50,200,0.777500,0.257225,0.432039,0.322464,0.279874,0.380342,0.262136,0.560694,0.585526
"SEC_Filings","gs18","deeppavlov_onto_bert_model","PRODUCT","tnnt:Product",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","ss4","deeppavlov_conll2003_bert_model","MISC","tnnt:NPLLE",11,152,148.00,152,0.973684,0.026316,0.363636,0.049080,0.032310,0.102041,0.000000,0.927632,0.363636
"SEC_Filings","ss4","deeppavlov_conll2003_model","MISC","tnnt:NPLLE",7,176,172.00,176,0.977273,0.022727,0.571429,0.043716,0.028129,0.098039,0.000000,0.960227,0.571429
"SEC_Filings","gs18","deeppavlov_onto_bert_model","GPE","tnnt:GPE",35,35,35.00,35,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","ss4","deeppavlov_conll2003_bert_model","LOC","tnnt:FGL",168,95,120.50,182,0.662088,0.647368,0.366071,0.467681,0.561131,0.400913,0.517857,0.147368,0.759259
"SEC_Filings","ss4","deeppavlov_conll2003_model","LOC","tnnt:FGL",168,86,144.00,191,0.753927,0.546512,0.279762,0.370079,0.458984,0.310026,0.625000,0.267442,0.746032
"SEC_Filings","gs18","deeppavlov_onto_model","NORP","tnnt:NORP",4,7,5.00,7,0.714286,0.285714,0.500000,0.363636,0.312500,0.434783,0.000000,0.428571,0.500000
"SEC_Filings","gs18","deeppavlov_onto_model","LANGUAGE","tnnt:Language",2,2,0.00,2,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","LANGUAGE","tnnt:Language",3,3,0.50,3,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.000000,0.000000,0.833333
"SEC_Filings","gs18","deeppavlov_onto_model","FAC","tnnt:FAC",10,10,10.00,10,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","FAC","tnnt:FAC",16,16,16.00,16,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","LAW","tnnt:Law",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_model","GPE","tnnt:GPE",30,30,30.00,30,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_model","LAW","tnnt:Law",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","WORK_OF_ART","tnnt:WorkOfArt",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","PRODUCT","tnnt:Product",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","DATE","tnnt:Date",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_model","WORK_OF_ART","tnnt:WorkOfArt",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","EVENT","tnnt:Event",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","LOC","tnnt:Location",82,4,78.50,82,0.957317,0.875000,0.042683,0.081395,0.178571,0.052711,0.951220,0.000000,0.875000
"SEC_Filings","gs18","deeppavlov_onto_model","LOC","tnnt:Location",105,3,103.00,105,0.980952,0.666667,0.019048,0.037037,0.085470,0.023641,0.971429,0.000000,0.666667
"SEC_Filings","gs18","deeppavlov_onto_model","MONEY","tnnt:Money",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","EVENT","tnnt:Event",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","DATE","tnnt:Date",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","CARDINAL","tnnt:Cardinal",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","CARDINAL","tnnt:Cardinal",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_model","TIME","tnnt:Time",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","TIME","tnnt:Time",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","PERCENT","tnnt:Percent",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","QUANTITY","tnnt:Quantity",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","QUANTITY","tnnt:Quantity",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_model","ORDINAL","tnnt:Ordinal",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","ORDINAL","tnnt:Ordinal",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","deeppavlov_onto_bert_model","MONEY","tnnt:Money",0,0,0.00,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
"SEC_Filings","sc7","stanford_class7_model","LOCATION","tnnt:FGL",165,57,134.50,173,0.777457,0.675439,0.233333,0.346847,0.489822,0.268480,0.703030,0.140351,0.785714
"SEC_Filings","bs3","stanford_class3_model","LOCATION","tnnt:FGL",157,70,113.00,162,0.697531,0.700000,0.312102,0.431718,0.560641,0.351003,0.585987,0.071429,0.753846
"SEC_Filings","bs3","polyglot_model","LOC","tnnt:FGL",159,69,137.50,173,0.794798,0.514493,0.223270,0.311404,0.408046,0.251773,0.654088,0.202899,0.645455
"SEC_Filings","ss4","stanford_class4_model","LOCATION","tnnt:FGL",149,81,131.50,171,0.769006,0.487654,0.265101,0.343478,0.417548,0.291728,0.604027,0.271605,0.669492
"SEC_Filings","gs18","stanza_model","GPE","tnnt:GPE",38,38,38.00,38,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","spacy_sm_model","GPE","tnnt:GPE",33,33,33.00,33,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"SEC_Filings","gs18","spacy_md_model","GPE","tnnt:GPE",26,26,26.00,26,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
