Entity,COR,INC,PAR,SPU,MIS,IGN
"Auschwitz",0,1,0,0,0,0
"the Nobel Sanctuary",0,0,1,0,0,0
"Guantanamo Bay",0,1,0,0,0,0
"the Smithsonian Castle",0,0,1,0,0,0
"Sambadrome",0,1,0,0,0,0
"the Traders Hotel",0,0,0,1,0,0
"Karkh Prison",0,1,0,0,0,0
"Saint Patrick 's Cathedral",0,0,1,0,0,0
"Nevsky Prospekt",0,1,0,0,0,0
"Haifa Street",0,1,0,0,0,0
"Mall",0,1,0,0,0,0
"Radio Shabelle",0,1,0,0,0,0
"the Baghdad Convention Center",0,0,1,0,0,0
"Peter 's Basilica",0,0,1,0,0,0
"the Park Avenue Armory",0,0,0,1,0,0
"the Australian Embassy",0,0,0,1,0,0
"Paya Lebar Air Base",0,0,0,1,0,0
"the International Space Station Saturday",0,0,1,0,0,0
"Baghdad International Airport early Sunday",0,0,1,0,0,0
"the San Petronio basilica",0,0,1,0,0,0
"Ghazala Gardens",0,1,0,0,0,0
"the Japanese Embassy",0,0,1,0,0,0
"the Aquatics Center",0,0,0,1,0,0
"A9 motorway",0,0,0,1,0,0
"Stadium of Light",1,0,0,0,0,0
"Palestine Hotel",0,1,0,0,0,0
"the Prudential Building",0,0,0,1,0,0
"the Sigou Coal Mine",0,0,0,1,0,0
"the Princess Juliana International Airport",0,0,1,0,0,0
"Phoenix",1,0,0,0,0,0
"33 U",0,0,0,1,0,0
"the World Trade Center",0,0,0,1,0,0
"Bird 's Nest Stadium",0,1,0,0,0,0
"the Dome of the Capitol",0,0,1,0,0,0
"the Western Wall",0,0,1,0,0,0
"the Legg Mason Tennis Classic",0,0,1,0,0,0
"the South Bank Arts Center",0,0,0,1,0,0
"The Superdome",0,1,0,0,0,0
"Northern Sea Route Norway",0,0,0,1,0,0
"Malwiya mosque",0,0,0,1,0,0
"the Myitsone Dam",0,0,1,0,0,0
"the Shenzhou Five",0,0,0,1,0,0
"the Abdel Qadir Gilani Mosque",0,0,0,1,0,0
"the US Army Kwajalein Atoll USAKA Reagan Missile Test Site",0,0,0,1,0,0
"the White House The White House",0,0,0,1,0,0
"the New Orleans Arena",0,0,0,1,0,0
"the Line of Control",0,0,1,0,0,0
"Gleneagles",0,1,0,0,0,0
"the Via Baltica",0,0,0,1,0,0
"iTunes",0,0,0,0,1,0
"the Empire State Building New York City 's",0,0,0,1,0,0
"Centurion",0,1,0,0,0,0
"al Aqsa",0,0,0,1,0,0
"Buena Vista Social Club",0,1,0,0,0,0
"Joseph 's Tomb shortly after midnight",0,0,0,1,0,0
"May Day Stadium",0,1,0,0,0,0
"Gaddafi",0,0,0,1,0,0
"Ronald Reagan National airport",0,0,1,0,0,0
"the Hanoi Botanical Garden",0,0,0,1,0,0
"the White House",0,0,0,1,0,0
"Olympic Stadium",1,0,0,0,0,0
"Guantanamo Bay US Naval Base",0,1,0,0,0,0
"Main Street",0,1,0,0,0,0
"the Vatican Saturday",0,0,0,1,0,0
"the Russian Embassy",0,0,1,0,0,0
"Manas Air Base",0,1,0,0,0,0
"the Lincoln Memorial",0,0,0,1,0,0
"Segway",0,0,0,1,0,0
"Charles De Gaulle",1,0,0,0,0,0
"the Al Azhar mosque",0,0,0,1,0,0
"the Mahendranagar highway",0,0,0,1,0,0
"Arak",0,1,0,0,0,0
"Columbus",0,1,0,0,0,0
