Entity,COR,INC,PAR,SPU,MIS,IGN
"40 minute",0,0,0,0,0,1
"Tuesday night about an hour",0,0,0,0,0,1
"the afternoon",0,0,0,0,0,1
"almost 15 hours",0,0,0,0,0,1
"about one hour",0,0,0,0,0,1
"only Saturday nearly a week later",0,0,0,0,0,1
"72 hour",0,0,0,0,0,1
"the 19th minute",0,0,0,0,0,1
"the night",0,1,0,0,0,0
"9 . 72 seconds",0,0,0,0,0,1
"the 27th minute",0,0,0,0,0,1
"last minute",0,0,0,0,0,1
"early morning Monday",0,1,0,0,0,0
"that hour",0,0,0,0,0,1
"12 hours",0,0,0,0,0,1
"the morning rush hour",0,0,0,0,0,1
"early this morning Sunday",0,0,0,0,0,1
"0 . 161 seconds",0,0,0,0,0,1
"Later in the day",0,0,0,0,0,1
"a pre dawn",0,0,0,0,0,1
"Late Wednesday",0,0,0,0,0,1
"one hour",0,0,0,0,0,1
"nearly three hours",0,0,0,0,0,1
"earlier in the day",0,0,0,0,0,1
"297 minutes",0,0,0,0,0,1
"24 hours",0,0,0,0,0,1
"an almost four hour",0,0,0,0,0,1
"several seconds",0,0,0,0,0,1
"a midnight Mass",0,0,0,0,0,1
"Shortly",0,0,0,0,0,1
"midnight",0,1,0,0,0,0
"Late Saturday",0,0,0,0,0,1
"the 76th minute",0,0,0,0,0,1
"more than an hour",0,0,0,0,0,1
"another hours",0,0,0,0,0,1
"early afternoon Saturday",0,0,0,0,0,1
"41 minutes",0,0,0,0,0,1
"8 seconds",0,0,0,0,0,1
"noon prayers Thursday",0,0,0,0,0,1
"the 12 hour",0,0,0,0,0,1
"night the Old Man",0,0,0,0,0,1
"the early evening",0,0,0,0,0,1
"the three hour",0,0,0,0,0,1
"a least an hour",0,0,0,0,0,1
"the 44th minute Tuesday",0,0,0,0,0,1
"dawn Thursday",0,1,0,0,0,0
"mid afternoon",0,1,0,0,0,0
"morning",0,1,0,0,0,0
"about 90 minutes",0,0,0,0,0,1
"just moments",0,0,0,0,0,1
"the 59th minute",0,0,0,0,0,1
"An hour earlier",0,0,0,0,0,1
"noon",0,1,0,0,0,0
"early Tuesday morning",0,0,0,0,0,1
"the 82nd minute",0,0,0,0,0,1
"24 Hours",0,0,0,0,0,1
"The new 24 hour",0,0,0,0,0,1
"the past 24 hours",0,0,0,0,0,1
"This morning",0,0,0,0,0,1
"daylight hours",0,0,0,0,0,1
"Wednesday night",0,1,0,0,0,0
"just 88 minutes",0,0,0,0,0,1
"early this morning",0,1,0,0,0,0
"the bus minutes",0,0,0,0,0,1
"24 hour",0,0,0,0,0,1
"moments later",0,0,0,0,0,1
"several more hours Wednesday",0,0,0,0,0,1
"every 30 seconds",0,0,0,0,0,1
"Tuesday night",0,1,0,0,0,0
