Entity,COR,INC,PAR,SPU,MIS,IGN
"53 year old",0,0,1,0,0,0
"June 10",1,0,0,0,0,0
"Saturday morning",1,0,0,0,0,0
"1994 Rwandan",0,0,1,0,0,0
"Nov 21",0,0,1,0,0,0
"28 year old Polish",0,0,1,0,0,0
"October 10 Kyrgyzstan",0,0,1,0,0,0
"1995 Srebrenica",1,0,0,0,0,0
"four days to six days",0,0,1,0,0,0
"thousands of years",0,0,1,0,0,0
"the sixth straight week",0,0,1,0,0,0
"the first week of September",0,0,1,0,0,0
"2006 Ghana",0,0,1,0,0,0
"the first half of this year",0,0,1,0,0,0
"2002 Bali",1,0,0,0,0,0
"the last 19 years Pope Benedict",0,0,1,0,0,0
"nine year old Maoist",0,0,1,0,0,0
"more than seven years",0,0,1,0,0,0
"a year Thaksin",0,0,1,0,0,0
"1994 three month",0,0,1,0,0,0
"earlier unrest",0,0,0,0,1,0
"since Wednesday",0,0,0,0,1,0
"Tuesday afternoon",0,0,0,0,1,0
"February 1958",1,0,0,0,0,0
"1971",1,0,0,0,0,0
"last Sunday 's",0,0,1,0,0,0
"Wednesday Swiss",0,0,1,0,0,0
"the age of 64",0,0,1,0,0,0
"the coming years",0,0,1,0,0,0
"February 18",1,0,0,0,0,0
"early next week",0,0,1,0,0,0
"six months from now",0,0,1,0,0,0
"a year ago Spain",0,0,1,0,0,0
"1854",1,0,0,0,0,0
"August 31 Security Council",0,0,1,0,0,0
"today before Wednesday",0,0,0,0,1,0
"06 Feb , 02 Jun",0,0,1,0,0,0
"Sunday Beta",0,0,1,0,0,0
"10 week",0,0,1,0,0,0
"2004 Some 3 , 00",0,0,1,0,0,0
"May , 2003 Indonesia",0,0,1,0,0,0
"March 2003",1,0,0,0,0,0
"Friday Japanese",0,0,1,0,0,0
"re-election",0,0,0,0,1,0
"1997 98 Thai",0,0,1,0,0,0
"February 26 Pakistani",0,0,1,0,0,0
"more than two months ago Hundreds",0,0,1,0,0,0
"multi-story",0,0,0,0,1,0
"This week",0,0,0,1,0,0
